Attribute,NCBI_ID,Attribute_source,Evidence,Score
:gram_stain_variable,1400055,propogated,inh,0
:gram_stain_variable,2013,propogated,NA,0
:gram_stain_variable,1434041,propogated,inh,0
:gram_stain_variable,1434047,propogated,inh,0
:gram_stain_variable,2913367,propogated,inh,0
:gram_stain_variable,104204,propogated,NA,0
:gram_stain_variable,83677,propogated,NA,0
:gram_stain_variable,90974,propogated,NA,0
:gram_stain_variable,404932,propogated,inh,0
:gram_stain_variable,2806742,propogated,inh,0
:gram_stain_variable,161356,propogated,inh,0
:gram_stain_variable,28443,propogated,NA,0
:gram_stain_variable,2005,propogated,NA,0
:gram_stain_variable,1995,propogated,NA,0
:gram_stain_variable,83681,propogated,NA,0
:gram_stain_variable,29298,propogated,NA,0
:gram_stain_variable,1998,propogated,NA,0
:gram_stain_variable,58120,propogated,NA,0
:gram_stain_variable,1367968,propogated,inh,0
:gram_stain_variable,1792303,propogated,inh,0
:gram_stain_variable,321315,propogated,NA,0
:gram_stain_variable,2871671,propogated,inh,0
:gram_stain_variable,2000,propogated,NA,0
:gram_stain_variable,1424614,propogated,inh,0
:gram_stain_variable,147067,propogated,NA,0
:gram_stain_variable,1649505,propogated,inh,0
:gram_stain_variable,359169,propogated,NA,0
:gram_stain_variable,667113,propogated,inh,0
:gram_stain_variable,58108,propogated,NA,0
:gram_stain_variable,1988,propogated,NA,0
:gram_stain_variable,58122,propogated,NA,0
:gram_stain_variable,2019,propogated,NA,0
:gram_stain_variable,2071601,propogated,inh,0
:gram_stain_variable,2767073,propogated,inh,0
:gram_stain_variable,2900668,propogated,inh,0.02807748538011696
:gram_stain_variable,2900671,propogated,inh,0.02807748538011696
:gram_stain_variable,2900670,propogated,inh,0.02807748538011696
:gram_stain_variable,2900669,propogated,inh,0.02807748538011696
:gram_stain_variable,2900673,propogated,inh,0.02807748538011696
:gram_stain_variable,2900674,propogated,inh,0.02807748538011696
:gram_stain_variable,2900663,propogated,inh,0.02807748538011696
:gram_stain_variable,2900664,propogated,inh,0.02807748538011696
:gram_stain_variable,2900665,propogated,inh,0.02807748538011696
:gram_stain_variable,2900667,propogated,inh,0.02807748538011696
:gram_stain_variable,2900675,propogated,inh,0.02807748538011696
:gram_stain_variable,2900666,propogated,inh,0.02807748538011696
:gram_stain_variable,2997385,propogated,inh,0
:gram_stain_variable,2997386,propogated,inh,0
:gram_stain_variable,1380,propogated,NA,0
:gram_stain_variable,2995121,propogated,inh,0
:gram_stain_variable,2767353,propogated,asr,0
:gram_stain_variable,2995122,propogated,inh,0
:gram_stain_variable,133925,propogated,NA,0
:gram_stain_variable,2847312,propogated,inh,0
:gram_stain_variable,2847314,propogated,inh,0
:gram_stain_variable,2082587,propogated,inh,0
:gram_stain_variable,2847307,propogated,inh,0
:gram_stain_variable,2847313,propogated,inh,0
:gram_stain_variable,102106,propogated,NA,0
:gram_stain_variable,33870,propogated,NA,0
:gram_stain_variable,1472762,propogated,inh,0
:gram_stain_variable,1979843,propogated,inh,0
:gram_stain_variable,1427376,propogated,inh,0
:gram_stain_variable,1473205,propogated,inh,0
:gram_stain_variable,2840518,propogated,inh,0
:gram_stain_variable,2840517,propogated,inh,0
:gram_stain_variable,2840519,propogated,inh,0
:gram_stain_variable,447020,propogated,asr,0
:gram_stain_variable,2005386,propogated,inh,0
:gram_stain_variable,553372,propogated,inh,0
:gram_stain_variable,2815775,propogated,inh,0
:gram_stain_variable,84162,propogated,NA,0
:gram_stain_variable,79603,propogated,NA,0
:gram_stain_variable,84111,propogated,NA,0
:gram_stain_variable,2137577,propogated,inh,0
:gram_stain_variable,580024,propogated,inh,0
:gram_stain_variable,2126006,propogated,inh,0
:gram_stain_variable,644652,propogated,inh,0
:gram_stain_variable,651554,propogated,inh,0
:gram_stain_variable,1981050,propogated,inh,0
:gram_stain_variable,1926677,propogated,inh,0
:gram_stain_variable,2126002,propogated,inh,0
:gram_stain_variable,84108,propogated,NA,0
:gram_stain_variable,2981344,propogated,inh,0
:gram_stain_variable,2840520,propogated,inh,0
:gram_stain_variable,1747770,propogated,inh,0
:gram_stain_variable,1755825,propogated,inh,0
:gram_stain_variable,908623,propogated,NA,0
:gram_stain_variable,596499,propogated,NA,0
:gram_stain_variable,2917698,propogated,inh,0
:gram_stain_variable,2989701,propogated,inh,0
:gram_stain_variable,1154586,propogated,NA,0
:gram_stain_variable,2600304,propogated,inh,0
:gram_stain_variable,42255,propogated,NA,0
:gram_stain_variable,2843200,propogated,inh,0
:gram_stain_variable,2976759,propogated,inh,0
:gram_stain_variable,191494,propogated,NA,0
:gram_stain_variable,2758920,propogated,inh,0
:gram_stain_variable,1759365,propogated,inh,0
:gram_stain_variable,361607,propogated,NA,0
:gram_stain_variable,2983387,propogated,inh,0
:gram_stain_variable,207599,propogated,NA,0
:gram_stain_variable,192992,propogated,NA,0
:gram_stain_variable,1042315,propogated,inh,0
:gram_stain_variable,2494209,propogated,inh,0
:gram_stain_variable,1077265,propogated,NA,0
:gram_stain_variable,1005038,propogated,inh,0
:gram_stain_variable,29330,propogated,NA,0
:gram_stain_variable,1502725,propogated,NA,0
:gram_stain_variable,1129704,propogated,inh,0
:gram_stain_variable,432330,propogated,inh,0
:gram_stain_variable,1055323,propogated,inh,0.044444444444444446
:gram_stain_variable,2664901,propogated,inh,0.044444444444444446
:gram_stain_variable,2613330,propogated,inh,0.044444444444444446
:gram_stain_variable,331654,propogated,NA,0
:gram_stain_variable,2893059,propogated,inh,0.044444444444444446
:gram_stain_variable,2005375,propogated,NA,0
:gram_stain_variable,2675234,propogated,asr,0
:gram_stain_variable,2893050,propogated,inh,0.044444444444444446
:gram_stain_variable,2893060,propogated,asr,0
:gram_stain_variable,1400133,propogated,inh,0.044444444444444446
:gram_stain_variable,1433300,propogated,inh,0.044444444444444446
:gram_stain_variable,2823237,propogated,inh,0.044444444444444446
:gram_stain_variable,29331,propogated,NA,0
:gram_stain_variable,258785,propogated,inh,0.044444444444444446
:gram_stain_variable,704093,propogated,inh,0.044444444444444446
:gram_stain_variable,150247,propogated,NA,0
:gram_stain_variable,1647190,propogated,NA,0
:gram_stain_variable,485576,propogated,inh,0.044444444444444446
:gram_stain_variable,1930791,propogated,inh,0.044444444444444446
:gram_stain_variable,1386,propogated,NA,0
:gram_stain_variable,2683678,propogated,inh,0.044444444444444446
:gram_stain_variable,379065,propogated,inh,0.044444444444444446
:gram_stain_variable,1276290,propogated,inh,0.044444444444444446
:gram_stain_variable,373053,propogated,inh,0.044444444444444446
:gram_stain_variable,2792299,propogated,inh,0.044444444444444446
:gram_stain_variable,2837509,propogated,inh,0.044444444444444446
:gram_stain_variable,227864,propogated,NA,0
:gram_stain_variable,1769738,propogated,NA,0
:gram_stain_variable,2675230,propogated,asr,0
:gram_stain_variable,2039709,propogated,inh,0.044444444444444446
:gram_stain_variable,1433999,propogated,inh,0.044444444444444446
:gram_stain_variable,2837502,propogated,inh,0.044444444444444446
:gram_stain_variable,1881091,propogated,inh,0.044444444444444446
:gram_stain_variable,2837485,propogated,asr,0
:gram_stain_variable,1270155,propogated,inh,0.044444444444444446
:gram_stain_variable,1817571,propogated,NA,0
:gram_stain_variable,1329200,propogated,asr,0
:gram_stain_variable,160794,propogated,NA,0
:gram_stain_variable,2837501,propogated,inh,0.044444444444444446
:gram_stain_variable,129337,propogated,NA,0
:gram_stain_variable,2837503,propogated,inh,0.044444444444444446
:gram_stain_variable,74385,propogated,NA,0
:gram_stain_variable,392825,propogated,inh,0.044444444444444446
:gram_stain_variable,2893055,propogated,asr,0
:gram_stain_variable,45667,propogated,NA,0
:gram_stain_variable,306539,propogated,NA,0
:gram_stain_variable,2837504,propogated,inh,0.044444444444444446
:gram_stain_variable,2804231,propogated,inh,0.044444444444444446
:gram_stain_variable,175304,Bergey's Manual,exp,1
:gram_stain_variable,2813788,propogated,inh,0.044444444444444446
:gram_stain_variable,2834353,propogated,inh,0.044444444444444446
:gram_stain_variable,2670333,propogated,inh,0.044444444444444446
:gram_stain_variable,400634,propogated,asr,0
:gram_stain_variable,2920444,propogated,inh,0.044444444444444446
:gram_stain_variable,2837505,propogated,inh,0.044444444444444446
:gram_stain_variable,1370,propogated,NA,0
:gram_stain_variable,1923871,propogated,inh,0.044444444444444446
:gram_stain_variable,1775697,propogated,NA,0
:gram_stain_variable,2675231,propogated,inh,0.044444444444444446
:gram_stain_variable,2675233,propogated,inh,0.044444444444444446
:gram_stain_variable,1006481,propogated,inh,0.044444444444444446
:gram_stain_variable,1150774,propogated,inh,0.044444444444444446
:gram_stain_variable,472977,propogated,inh,0.044444444444444446
:gram_stain_variable,2675232,propogated,inh,0.044444444444444446
:gram_stain_variable,2837506,propogated,inh,0.044444444444444446
:gram_stain_variable,1924101,propogated,inh,0.044444444444444446
:gram_stain_variable,182709,propogated,NA,0
:gram_stain_variable,484508,propogated,asr,0
:gram_stain_variable,2944627,propogated,inh,0.044444444444444446
:gram_stain_variable,1906945,propogated,asr,0
:gram_stain_variable,200903,propogated,NA,0
:gram_stain_variable,2038691,propogated,inh,0.044444444444444446
:gram_stain_variable,351094,propogated,inh,0.044444444444444446
:gram_stain_variable,1738642,propogated,NA,0
:gram_stain_variable,2675229,propogated,inh,0.044444444444444446
:gram_stain_variable,420644,propogated,inh,0.044444444444444446
:gram_stain_variable,1890224,propogated,NA,0
:gram_stain_variable,289201,propogated,NA,0
:gram_stain_variable,2651279,propogated,inh,0.044444444444444446
:gram_stain_variable,2800373,propogated,asr,0
:gram_stain_variable,2893058,propogated,inh,0.044444444444444446
:gram_stain_variable,1494958,Bergey's Manual,exp,1
:gram_stain_variable,2946549,propogated,inh,0.044444444444444446
:gram_stain_variable,1221880,propogated,inh,0.044444444444444446
:gram_stain_variable,2282756,propogated,inh,0.044444444444444446
:gram_stain_variable,2785518,propogated,inh,0.044444444444444446
:gram_stain_variable,2837507,propogated,inh,0.044444444444444446
:gram_stain_variable,2837508,propogated,inh,0.044444444444444446
:gram_stain_variable,1935206,propogated,inh,0.044444444444444446
:gram_stain_variable,29395,propogated,NA,0
:gram_stain_variable,1884429,propogated,inh,0.044444444444444446
:gram_stain_variable,2685905,propogated,inh,0.044444444444444446
:gram_stain_variable,351195,propogated,asr,0
:gram_stain_variable,320933,propogated,inh,0.044444444444444446
:gram_stain_variable,1884449,propogated,NA,0
:gram_stain_variable,394505,propogated,NA,0
:gram_stain_variable,1434042,propogated,asr,0
:gram_stain_variable,1434043,propogated,inh,0.044444444444444446
:gram_stain_variable,427077,propogated,inh,0.044444444444444446
:gram_stain_variable,482460,propogated,inh,0.044444444444444446
:gram_stain_variable,2893057,propogated,inh,0.044444444444444446
:gram_stain_variable,2837510,propogated,inh,0.044444444444444446
:gram_stain_variable,1649496,propogated,NA,0
:gram_stain_variable,1400134,propogated,inh,0.044444444444444446
:gram_stain_variable,2837511,propogated,inh,0.044444444444444446
:gram_stain_variable,2033476,propogated,inh,0.044444444444444446
:gram_stain_variable,286800,propogated,NA,0
:gram_stain_variable,1494427,propogated,inh,0.044444444444444446
:gram_stain_variable,459532,propogated,inh,0.044444444444444446
:gram_stain_variable,1795633,propogated,inh,0.044444444444444446
:gram_stain_variable,1649504,propogated,NA,0
:gram_stain_variable,331971,propogated,NA,0
:gram_stain_variable,2282693,propogated,inh,0.044444444444444446
:gram_stain_variable,1500514,propogated,NA,0
:gram_stain_variable,84406,propogated,NA,0
:gram_stain_variable,551771,propogated,inh,0.044444444444444446
:gram_stain_variable,2817139,propogated,asr,0
:gram_stain_variable,2755,propogated,NA,0
:gram_stain_variable,1637,propogated,NA,0
:gram_stain_variable,1615910,propogated,inh,0.375
:gram_stain_variable,66862,propogated,NA,0
:gram_stain_variable,55079,propogated,NA,0
:gram_stain_variable,44262,propogated,NA,0
:gram_stain_variable,55080,Bergey's Manual,exp,1
:gram_stain_variable,2994560,propogated,inh,0.375
:gram_stain_variable,2767206,propogated,inh,0.375
:gram_stain_variable,2026172,propogated,inh,0.375
:gram_stain_variable,329857,propogated,NA,0
:gram_stain_variable,995014,propogated,inh,0.375
:gram_stain_variable,1689250,propogated,inh,0.375
:gram_stain_variable,2661811,propogated,inh,0.375
:gram_stain_variable,1943561,Bergey's Manual,exp,1
:gram_stain_variable,44249,Bergey's Manual,exp,1
:gram_stain_variable,2291840,propogated,inh,0.375
:gram_stain_variable,456492,propogated,inh,0.375
:gram_stain_variable,76632,propogated,NA,0
:gram_stain_variable,1975703,propogated,inh,0.375
:gram_stain_variable,86004,propogated,NA,0
:gram_stain_variable,941338,propogated,asr,0
:gram_stain_variable,33976,propogated,NA,0
:gram_stain_variable,889388,propogated,inh,0.35
:gram_stain_variable,397279,propogated,inh,0.35
:gram_stain_variable,34100,propogated,NA,0
:gram_stain_variable,2681298,propogated,inh,0.35
:gram_stain_variable,157226,Bergey's Manual,exp,0.5
:gram_stain_variable,1649,propogated,asr,0
:gram_stain_variable,2703676,propogated,inh,0.35
:gram_stain_variable,2703678,propogated,inh,0.35
:gram_stain_variable,2703677,propogated,inh,0.35
:gram_stain_variable,651660,propogated,inh,0.35
:gram_stain_variable,1372,Bergey's Manual,exp,1
:gram_stain_variable,162291,Bergey's Manual,exp,1
:gram_stain_variable,648802,propogated,inh,0.35
:gram_stain_variable,1655429,propogated,inh,0.35
:gram_stain_variable,648800,propogated,asr,0
:gram_stain_variable,1569,Bergey's Manual,exp,1
:gram_stain_variable,2079189,propogated,inh,0.35
:gram_stain_variable,160795,propogated,NA,0
:gram_stain_variable,496496,propogated,inh,0.35
:gram_stain_variable,1940395,propogated,NA,0
:gram_stain_variable,2174445,propogated,inh,0
:gram_stain_variable,475230,propogated,NA,0
:gram_stain_variable,442527,propogated,inh,0
:gram_stain_variable,342943,propogated,inh,0
:gram_stain_variable,2077,propogated,NA,0
:gram_stain_variable,340096,propogated,inh,0
:gram_stain_variable,1955413,propogated,inh,0
:gram_stain_variable,1647178,propogated,inh,0
:gram_stain_variable,1914457,propogated,inh,0
:gram_stain_variable,227979,propogated,NA,0
:gram_stain_variable,69965,propogated,NA,0
:gram_stain_variable,2803850,propogated,inh,0
:gram_stain_variable,489909,propogated,inh,0
:gram_stain_variable,45669,propogated,NA,0
:gram_stain_variable,1279,propogated,NA,0
:gram_stain_variable,1763552,propogated,NA,0
:gram_stain_variable,1930795,propogated,NA,0
:gram_stain_variable,500614,propogated,inh,0
:gram_stain_variable,1649452,propogated,NA,0
:gram_stain_variable,1343556,propogated,inh,0
:gram_stain_variable,1274351,propogated,inh,0
:gram_stain_variable,292635,propogated,NA,0
:gram_stain_variable,1522429,propogated,inh,0
:gram_stain_variable,1155934,propogated,inh,0
:gram_stain_variable,1659417,propogated,inh,0
:gram_stain_variable,482144,propogated,NA,0
:gram_stain_variable,1236218,propogated,inh,0
:gram_stain_variable,1677050,propogated,inh,0
:gram_stain_variable,2756134,propogated,inh,0
:gram_stain_variable,1905726,propogated,inh,0
:gram_stain_variable,332100,propogated,NA,0
:gram_stain_variable,1348505,propogated,inh,0
:gram_stain_variable,1763555,propogated,inh,0
:gram_stain_variable,1649492,propogated,inh,0
:gram_stain_variable,292637,propogated,NA,0
:gram_stain_variable,471798,propogated,NA,0
:gram_stain_variable,2689589,propogated,inh,0
:gram_stain_variable,2023,propogated,NA,0
:gram_stain_variable,292636,propogated,NA,0
:gram_stain_variable,1648500,propogated,NA,0
:gram_stain_variable,2954883,propogated,inh,0
:gram_stain_variable,1609627,propogated,inh,0
:gram_stain_variable,94008,propogated,NA,0
:gram_stain_variable,46123,propogated,NA,0
:gram_stain_variable,1375,propogated,NA,0
:gram_stain_variable,171413,propogated,NA,0
:gram_stain_variable,171412,propogated,NA,0
:gram_stain_variable,66831,propogated,NA,0
:gram_stain_variable,2862142,propogated,asr,0
:gram_stain_variable,2761542,propogated,inh,0
:gram_stain_variable,13075,propogated,NA,0
:gram_stain_variable,2862143,propogated,inh,0
:gram_stain_variable,89092,propogated,NA,0
:gram_stain_variable,2862144,propogated,inh,0
:gram_stain_variable,2689587,propogated,inh,0
:gram_stain_variable,2683203,propogated,inh,0
:gram_stain_variable,99906,propogated,NA,0
:gram_stain_variable,192987,propogated,NA,0
:gram_stain_variable,1651,propogated,NA,0
:gram_stain_variable,136491,propogated,NA,0
:gram_stain_variable,269773,propogated,NA,0
:gram_stain_variable,292480,propogated,NA,0
:gram_stain_variable,2747,propogated,NA,0
:gram_stain_variable,82800,propogated,NA,0
:gram_stain_variable,29393,propogated,NA,0
:gram_stain_variable,117563,propogated,NA,0
:gram_stain_variable,142587,Bergey's Manual,exp,1
:gram_stain_variable,1470540,propogated,NA,0
:gram_stain_variable,633405,propogated,inh,0.07142857142857142
:gram_stain_variable,191769,propogated,NA,0
:gram_stain_variable,1384499,propogated,inh,0.07142857142857142
:gram_stain_variable,82802,propogated,NA,0
:gram_stain_variable,697279,propogated,inh,0
:gram_stain_variable,300418,propogated,inh,0
:gram_stain_variable,1350,propogated,NA,0
:gram_stain_variable,33969,propogated,NA,0
:gram_stain_variable,337670,propogated,inh,0
:gram_stain_variable,51668,propogated,NA,0
:gram_stain_variable,2737,propogated,NA,0
:gram_stain_variable,2767874,propogated,inh,0
:gram_stain_variable,2767875,propogated,inh,0
:gram_stain_variable,2767876,propogated,inh,0
:gram_stain_variable,2767877,propogated,inh,0
:gram_stain_variable,2767878,propogated,inh,0
:gram_stain_variable,2767879,propogated,asr,0
:gram_stain_variable,1697027,propogated,inh,0
:gram_stain_variable,2767880,propogated,inh,0
:gram_stain_variable,2767881,propogated,asr,0
:gram_stain_variable,559173,propogated,asr,0
:gram_stain_variable,2767882,propogated,inh,0
:gram_stain_variable,2767883,propogated,inh,0
:gram_stain_variable,2759736,propogated,asr,0
:gram_stain_variable,2767842,propogated,asr,0
:gram_stain_variable,1578,propogated,NA,0
:gram_stain_variable,2767884,propogated,inh,0
:gram_stain_variable,2767885,propogated,asr,0
:gram_stain_variable,2767893,propogated,asr,0
:gram_stain_variable,1243,propogated,asr,0
:gram_stain_variable,2767886,propogated,asr,0
:gram_stain_variable,2767887,propogated,asr,0
:gram_stain_variable,2742598,propogated,asr,0
:gram_stain_variable,2767888,propogated,inh,0
:gram_stain_variable,2767889,propogated,inh,0
:gram_stain_variable,2978367,propogated,inh,0
:gram_stain_variable,46254,propogated,NA,0
:gram_stain_variable,2767890,propogated,inh,0
:gram_stain_variable,1253,propogated,asr,0
:gram_stain_variable,2930384,propogated,inh,0
:gram_stain_variable,2767891,propogated,inh,0
:gram_stain_variable,2767892,propogated,inh,0
:gram_stain_variable,46255,propogated,NA,0
:gram_stain_variable,2840556,propogated,inh,0
:gram_stain_variable,1930830,propogated,inh,0
:gram_stain_variable,1357,propogated,NA,0
:gram_stain_variable,303226,propogated,NA,0
:gram_stain_variable,948104,propogated,inh,0
:gram_stain_variable,1301,propogated,NA,0
:gram_stain_variable,2508948,propogated,inh,0.027687869406135664
:gram_stain_variable,2944146,propogated,inh,0.11571207430340558
:gram_stain_variable,715222,propogated,inh,0.11571207430340558
:gram_stain_variable,698776,propogated,NA,0
:gram_stain_variable,1987009,propogated,inh,0.11571207430340558
:gram_stain_variable,990721,propogated,inh,0.11571207430340558
:gram_stain_variable,2944147,propogated,inh,0.11571207430340558
:gram_stain_variable,2944148,propogated,inh,0.11571207430340558
:gram_stain_variable,2944144,propogated,inh,0.11571207430340558
:gram_stain_variable,2840602,propogated,inh,0.11571207430340558
:gram_stain_variable,2840603,propogated,inh,0.11571207430340558
:gram_stain_variable,2840604,propogated,inh,0.11571207430340558
:gram_stain_variable,2840605,propogated,inh,0.11571207430340558
:gram_stain_variable,2683336,propogated,inh,0.125
:gram_stain_variable,114627,propogated,NA,0
:gram_stain_variable,1929105,propogated,inh,0.125
:gram_stain_variable,2946544,propogated,inh,0.125
:gram_stain_variable,2810010,propogated,inh,0.125
:gram_stain_variable,1780299,propogated,inh,0.125
:gram_stain_variable,210622,propogated,NA,0
:gram_stain_variable,1922299,propogated,inh,0.125
:gram_stain_variable,580596,propogated,asr,0
:gram_stain_variable,265002,propogated,inh,0.125
:gram_stain_variable,44258,Bergey's Manual,exp,1
:gram_stain_variable,166484,propogated,NA,0
:gram_stain_variable,49082,propogated,inh,0.125
:gram_stain_variable,2840476,propogated,inh,0.125
:gram_stain_variable,1485,propogated,NA,0
:gram_stain_variable,1848399,propogated,inh,0.125
:gram_stain_variable,1924062,propogated,inh,0.125
:gram_stain_variable,1890291,propogated,NA,0
:gram_stain_variable,1403538,propogated,inh,0.125
:gram_stain_variable,1434004,propogated,inh,0.125
:gram_stain_variable,390805,propogated,inh,0.125
:gram_stain_variable,1755832,propogated,inh,0.125
:gram_stain_variable,1769729,propogated,inh,0.125
:gram_stain_variable,1649459,Bergey's Manual,exp,1
:gram_stain_variable,2815784,propogated,inh,0.125
:gram_stain_variable,2004411,propogated,inh,0.125
:gram_stain_variable,2565776,propogated,inh,0.125
:gram_stain_variable,420345,propogated,inh,0.125
:gram_stain_variable,188918,propogated,inh,0.125
:gram_stain_variable,667112,propogated,NA,0
:gram_stain_variable,1884930,propogated,inh,0.125
:gram_stain_variable,2018663,propogated,inh,0.125
:gram_stain_variable,1935927,propogated,inh,0.125
:gram_stain_variable,1981033,propogated,inh,0.125
:gram_stain_variable,89958,propogated,NA,0
:gram_stain_variable,1434026,propogated,NA,0
:gram_stain_variable,44261,propogated,NA,0
:gram_stain_variable,1849822,propogated,asr,0
