Attribute,NCBI_ID,Attribute_source,Evidence,Score
:anaerobic,1508421,propogated,inh,0.6875
:anaerobic,1931105,propogated,inh,0.6875
:anaerobic,638847,propogated,inh,0.6875
:anaerobic,1931212,propogated,inh,0.6875
:anaerobic,2753,https://www.bergeys.org/,exp,1
:anaerobic,81461,propogated,NA,0
:anaerobic,336260,propogated,asr,0
:anaerobic,2840654,propogated,inh,0.6875
:anaerobic,2109263,propogated,inh,0.2797421487163002
:anaerobic,2752474,propogated,inh,0
:anaerobic,53634,propogated,NA,0
:anaerobic,1042325,propogated,inh,0
:anaerobic,658428,propogated,inh,0
:anaerobic,1609233,propogated,inh,0
:anaerobic,121038,propogated,inh,0
:anaerobic,643949,propogated,inh,0
:anaerobic,2983181,propogated,inh,0
:anaerobic,2983184,propogated,inh,0
:anaerobic,2983186,propogated,inh,0
:anaerobic,2983190,propogated,inh,0
:anaerobic,2789775,propogated,inh,0
:anaerobic,1648491,propogated,inh,0
:anaerobic,467975,propogated,NA,0
:anaerobic,2820403,propogated,inh,0
:anaerobic,2448024,propogated,inh,0
:anaerobic,682522,propogated,inh,0
:anaerobic,41949,propogated,inh,0
:anaerobic,2983163,propogated,inh,0
:anaerobic,28048,propogated,inh,0.07343185759044485
:anaerobic,76833,https://www.bergeys.org/,exp,1
:anaerobic,1654,propogated,asr,0.7
:anaerobic,1653174,propogated,inh,0.5037037037037037
:anaerobic,2593683,propogated,inh,0.5037037037037037
:anaerobic,28263,propogated,NA,0
:anaerobic,2767318,propogated,inh,0.5037037037037037
:anaerobic,2767322,propogated,inh,0.5037037037037037
:anaerobic,2767323,propogated,asr,1
:anaerobic,2912996,propogated,inh,0.5037037037037037
:anaerobic,2767327,propogated,inh,0.5037037037037037
:anaerobic,1522056,propogated,inh,0.5037037037037037
:anaerobic,2603326,propogated,inh,0.5037037037037037
:anaerobic,2692113,propogated,inh,0.5037037037037037
:anaerobic,2050,https://www.bergeys.org/,exp,1
:anaerobic,2888879,propogated,inh,0.5037037037037037
:anaerobic,2653802,propogated,inh,0.5037037037037037
:anaerobic,2740557,propogated,inh,0.5037037037037037
:anaerobic,2739835,propogated,inh,0.5037037037037037
:anaerobic,2529408,propogated,asr,0.8333333333333334
:anaerobic,2815785,propogated,inh,0.5037037037037037
:anaerobic,1069494,propogated,NA,0
:anaerobic,184869,propogated,NA,0
:anaerobic,2692118,propogated,asr,0
:anaerobic,1849,propogated,NA,0
:anaerobic,1935172,propogated,inh,0
:anaerobic,240233,https://www.bergeys.org/,exp,1
:anaerobic,419014,https://www.bergeys.org/,exp,0.5
:anaerobic,1678,https://www.bergeys.org/,exp,1
:anaerobic,1159909,propogated,inh,0.75
:anaerobic,2023242,propogated,inh,0.75
:anaerobic,2701,propogated,NA,0
:anaerobic,1730861,propogated,inh,0.75
:anaerobic,196082,https://www.bergeys.org/,exp,1
:anaerobic,1302778,propogated,inh,0.75
:anaerobic,196081,https://www.bergeys.org/,exp,1
:anaerobic,1389453,propogated,inh,0.07343185759044485
:anaerobic,2039639,propogated,inh,0.07343185759044485
:anaerobic,622681,propogated,inh,0.07343185759044485
:anaerobic,1920515,propogated,inh,0
:anaerobic,414715,propogated,inh,0
:anaerobic,414878,propogated,NA,0
:anaerobic,1716,propogated,NA,0
:anaerobic,37914,propogated,NA,0
:anaerobic,2053,propogated,NA,0
:anaerobic,2767345,propogated,asr,0
:anaerobic,264147,propogated,NA,0
:anaerobic,59613,propogated,NA,0
:anaerobic,1847725,propogated,inh,0
:anaerobic,697025,propogated,asr,0
:anaerobic,1763,propogated,NA,0
:anaerobic,670516,propogated,asr,0
:anaerobic,2126281,propogated,inh,0
:anaerobic,1073531,propogated,asr,0
:anaerobic,1866885,propogated,asr,0
:anaerobic,2767320,propogated,inh,0
:anaerobic,2799491,propogated,inh,0
:anaerobic,1817,propogated,NA,0
:anaerobic,65508,propogated,inh,0
:anaerobic,2979332,propogated,asr,0
:anaerobic,1827,propogated,NA,0
:anaerobic,613121,propogated,asr,0
:anaerobic,85043,propogated,NA,0
:anaerobic,286801,propogated,NA,0
:anaerobic,2060,propogated,NA,0
:anaerobic,65502,propogated,NA,0
:anaerobic,1854,propogated,NA,0
:anaerobic,1920251,propogated,inh,0
:anaerobic,38501,propogated,NA,0
:anaerobic,2027529,propogated,inh,0
:anaerobic,1860,propogated,asr,0
:anaerobic,2997370,propogated,inh,0
:anaerobic,2183612,propogated,inh,0
:anaerobic,88138,propogated,NA,0
:anaerobic,58113,propogated,NA,0
:anaerobic,651553,propogated,NA,0
:anaerobic,2838311,propogated,inh,0
:anaerobic,1840198,propogated,inh,0
:anaerobic,1840204,propogated,inh,0
:anaerobic,283810,propogated,NA,0
:anaerobic,1434010,propogated,inh,0.07343185759044485
:anaerobic,1217101,propogated,NA,0
:anaerobic,281472,propogated,NA,0
:anaerobic,1783488,propogated,inh,0
:anaerobic,908626,propogated,NA,0
:anaerobic,33981,propogated,NA,0
:anaerobic,49184,propogated,NA,0
:anaerobic,1156392,propogated,inh,0
:anaerobic,317661,propogated,inh,0
:anaerobic,1949068,propogated,inh,0
:anaerobic,84756,propogated,NA,0
:anaerobic,2813793,propogated,inh,0.125
:anaerobic,947525,propogated,NA,0
:anaerobic,120376,propogated,NA,0
:anaerobic,690565,https://www.bergeys.org/,exp,0.5
:anaerobic,56054,propogated,NA,0
:anaerobic,154116,propogated,NA,0
:anaerobic,1696,propogated,NA,0
:anaerobic,1784953,propogated,inh,0
:anaerobic,1649497,propogated,inh,0
:anaerobic,458839,propogated,NA,0
:anaerobic,1707,propogated,NA,0
:anaerobic,162491,propogated,NA,0
:anaerobic,665568,propogated,inh,0
:anaerobic,1926259,propogated,inh,0
:anaerobic,1217414,propogated,inh,0
:anaerobic,1655190,propogated,inh,0
:anaerobic,577469,propogated,NA,0
:anaerobic,43668,propogated,asr,0
:anaerobic,36739,propogated,NA,0
:anaerobic,472568,propogated,NA,0
:anaerobic,1161125,propogated,inh,0
:anaerobic,2040262,propogated,inh,0
:anaerobic,1535207,propogated,inh,0
:anaerobic,908251,propogated,inh,0
:anaerobic,1158982,propogated,inh,0
:anaerobic,63958,propogated,NA,0
:anaerobic,57495,propogated,NA,0
:anaerobic,1096776,propogated,inh,0
:anaerobic,2750262,propogated,inh,0
:anaerobic,745364,propogated,inh,0
:anaerobic,2868274,propogated,inh,0
:anaerobic,1434038,propogated,inh,0
:anaerobic,908935,propogated,NA,0
:anaerobic,2884223,propogated,inh,0
:anaerobic,1184606,propogated,asr,0
:anaerobic,2953742,propogated,inh,0
:anaerobic,2953741,propogated,inh,0
:anaerobic,1862,propogated,NA,0
:anaerobic,2885697,propogated,inh,0
:anaerobic,211469,propogated,NA,0
:anaerobic,984996,propogated,inh,0
:anaerobic,985001,propogated,inh,0
:anaerobic,214013,propogated,inh,0
:anaerobic,1433988,propogated,inh,0
:anaerobic,267408,propogated,NA,0
:anaerobic,872112,propogated,inh,0
:anaerobic,556178,propogated,inh,0
:anaerobic,53357,propogated,NA,0
:anaerobic,53457,propogated,NA,0
:anaerobic,136099,propogated,NA,0
:anaerobic,331525,propogated,NA,0
:anaerobic,402170,propogated,NA,0
:anaerobic,568214,propogated,inh,0
:anaerobic,1191515,propogated,inh,0
:anaerobic,82345,propogated,NA,0
:anaerobic,344063,propogated,NA,0
:anaerobic,1849973,propogated,inh,0
:anaerobic,2805645,propogated,inh,0
:anaerobic,367298,propogated,NA,0
:anaerobic,2706529,propogated,inh,0
:anaerobic,53355,propogated,NA,0
:anaerobic,68903,propogated,NA,0
:anaerobic,99479,propogated,NA,0
:anaerobic,2756312,propogated,inh,0
:anaerobic,43673,propogated,asr,0
:anaerobic,2045408,propogated,inh,0
:anaerobic,57499,propogated,NA,0
:anaerobic,110934,propogated,NA,0
:anaerobic,46352,propogated,NA,0
:anaerobic,33877,propogated,NA,0
:anaerobic,1795636,propogated,inh,0
:anaerobic,1132766,propogated,NA,0
:anaerobic,1029631,propogated,NA,0
:anaerobic,2033596,propogated,inh,0
:anaerobic,1705353,propogated,inh,0
:anaerobic,2164137,propogated,inh,0
:anaerobic,1648503,propogated,NA,0
:anaerobic,1331730,propogated,inh,0
:anaerobic,1573,propogated,NA,0
:anaerobic,1759331,propogated,inh,0
:anaerobic,1259734,propogated,NA,0
:anaerobic,1648520,propogated,NA,0
:anaerobic,397276,propogated,inh,0
:anaerobic,69578,propogated,NA,0
:anaerobic,205841,propogated,inh,0
:anaerobic,2034,propogated,NA,0
:anaerobic,1632778,propogated,NA,0
:anaerobic,1433997,propogated,NA,0
:anaerobic,96492,propogated,asr,0
:anaerobic,447237,propogated,NA,0
:anaerobic,1484107,propogated,NA,0
:anaerobic,501022,propogated,NA,0
:anaerobic,1649454,propogated,NA,0
:anaerobic,1195526,propogated,NA,0
:anaerobic,256818,propogated,NA,0
:anaerobic,881616,propogated,NA,0
:anaerobic,1649457,propogated,NA,0
:anaerobic,1434009,propogated,inh,0
:anaerobic,1905746,propogated,inh,0
:anaerobic,427753,propogated,NA,0
:anaerobic,580374,propogated,inh,0
:anaerobic,390250,propogated,NA,0
:anaerobic,2740558,propogated,inh,0
:anaerobic,110932,propogated,asr,0
:anaerobic,55968,propogated,asr,0
:anaerobic,1960139,propogated,inh,0
:anaerobic,529881,propogated,inh,0
:anaerobic,500019,propogated,inh,0
:anaerobic,507002,propogated,inh,0
:anaerobic,500014,propogated,inh,0
:anaerobic,529883,propogated,NA,0
:anaerobic,1857011,propogated,inh,0
:anaerobic,1434018,propogated,NA,0
:anaerobic,2831684,propogated,inh,0
:anaerobic,1230698,propogated,inh,0
:anaerobic,33882,propogated,NA,0
:anaerobic,337004,propogated,NA,0
:anaerobic,518733,propogated,NA,0
:anaerobic,76634,propogated,NA,0
:anaerobic,1434022,propogated,NA,0
:anaerobic,196084,propogated,inh,0
:anaerobic,1957020,propogated,inh,0
:anaerobic,2729624,propogated,inh,0
:anaerobic,190323,propogated,NA,0
:anaerobic,1434032,propogated,NA,0
:anaerobic,2680004,propogated,inh,0
:anaerobic,255204,propogated,NA,0
:anaerobic,2680005,propogated,inh,0
:anaerobic,1949192,propogated,inh,0
:anaerobic,33886,propogated,NA,0
:anaerobic,193383,propogated,NA,0
:anaerobic,1434039,propogated,NA,0
:anaerobic,235888,propogated,NA,0
:anaerobic,472058,propogated,inh,0
:anaerobic,120212,propogated,NA,0
:anaerobic,2906433,propogated,inh,0
:anaerobic,355929,propogated,NA,0
:anaerobic,291967,propogated,NA,0
:anaerobic,1663,propogated,asr,0
:anaerobic,1160973,propogated,inh,0
:anaerobic,169133,propogated,NA,0
:anaerobic,1164863,propogated,inh,0
:anaerobic,2109356,propogated,inh,0
:anaerobic,2676121,propogated,inh,0
:anaerobic,1774136,propogated,inh,0
:anaerobic,1742989,propogated,asr,0
:anaerobic,1930924,propogated,inh,0
:anaerobic,57493,propogated,NA,0
:anaerobic,1975682,propogated,inh,0
:anaerobic,1269,propogated,NA,0
:anaerobic,1868332,propogated,inh,0
:anaerobic,57494,propogated,NA,0
:anaerobic,1742992,propogated,asr,0
:anaerobic,1742990,propogated,NA,0
:anaerobic,1742993,propogated,asr,0
:anaerobic,1742991,propogated,asr,0
:anaerobic,2078575,propogated,inh,0
:anaerobic,1645,propogated,asr,0
:anaerobic,32207,propogated,asr,0
:anaerobic,596707,propogated,inh,0
:anaerobic,2778528,propogated,inh,0
:anaerobic,1418588,propogated,inh,0
:anaerobic,225447,propogated,NA,0
:anaerobic,2828764,propogated,inh,0
:anaerobic,370735,propogated,NA,0
:anaerobic,125287,propogated,NA,0
:anaerobic,265976,propogated,NA,0
:anaerobic,2731402,propogated,inh,0.14285714285714285
:anaerobic,157920,propogated,NA,0
:anaerobic,254250,propogated,NA,0
:anaerobic,1914244,propogated,inh,0.14285714285714285
:anaerobic,253183,propogated,NA,0
:anaerobic,43676,propogated,NA,0
:anaerobic,2828734,propogated,inh,0.14285714285714285
:anaerobic,228972,propogated,NA,0
:anaerobic,289244,https://www.bergeys.org/,exp,1
:anaerobic,186188,propogated,NA,0
:anaerobic,13242,propogated,NA,0
:anaerobic,2828348,propogated,inh,0
:anaerobic,626119,propogated,NA,0
:anaerobic,60919,propogated,asr,0
:anaerobic,2038,propogated,NA,0
:anaerobic,390988,propogated,NA,0
:anaerobic,1865,propogated,asr,0
:anaerobic,1849525,propogated,inh,0
:anaerobic,1400054,propogated,inh,0
:anaerobic,2710870,propogated,inh,0
:anaerobic,195964,propogated,NA,0
:anaerobic,53365,propogated,NA,0
:anaerobic,1121253,propogated,asr,0
:anaerobic,33874,propogated,NA,0
:anaerobic,56433,propogated,NA,0
:anaerobic,35753,propogated,NA,0
:anaerobic,1121254,propogated,asr,0
:anaerobic,1398561,propogated,inh,0
:anaerobic,349312,propogated,NA,0
:anaerobic,203522,propogated,NA,0
:anaerobic,349314,propogated,NA,0
:anaerobic,2005371,propogated,inh,0
:anaerobic,1873,propogated,NA,0
:anaerobic,2920401,propogated,inh,0
:anaerobic,907364,propogated,NA,0
:anaerobic,1434030,propogated,NA,0
:anaerobic,53370,propogated,NA,0
:anaerobic,689760,propogated,inh,0
:anaerobic,673534,propogated,NA,0
:anaerobic,338583,propogated,NA,0
:anaerobic,439698,propogated,inh,0
:anaerobic,1538466,propogated,NA,0
:anaerobic,1198243,propogated,NA,0
:anaerobic,168694,propogated,NA,0
:anaerobic,265431,propogated,inh,0
:anaerobic,42232,propogated,NA,0
:anaerobic,65504,propogated,NA,0
:anaerobic,1434021,propogated,inh,0.07343185759044485
:anaerobic,2793122,propogated,inh,0.07343185759044485
:anaerobic,53460,propogated,NA,0
:anaerobic,117156,propogated,NA,0
:anaerobic,182639,propogated,NA,0
:anaerobic,2040,propogated,NA,0
:anaerobic,1434003,propogated,inh,0.125
:anaerobic,53387,propogated,NA,0
:anaerobic,86795,propogated,NA,0
:anaerobic,116071,https://www.bergeys.org/,exp,1
:anaerobic,1546255,propogated,inh,0.125
:anaerobic,1839,propogated,NA,0
:anaerobic,2044,propogated,asr,0
:anaerobic,348581,propogated,NA,0
:anaerobic,236052,propogated,NA,0
:anaerobic,1784839,propogated,inh,0.125
:anaerobic,718013,propogated,inh,0.125
:anaerobic,1912215,propogated,asr,1
:anaerobic,396388,propogated,NA,0
:anaerobic,2801844,propogated,asr,1
:anaerobic,1278221,propogated,NA,0
:anaerobic,369926,propogated,NA,0
:anaerobic,1912216,propogated,asr,1
:anaerobic,2676837,propogated,inh,0.38461538461538464
:anaerobic,2896773,propogated,inh,0.38461538461538464
:anaerobic,448176,propogated,NA,0
:anaerobic,33983,propogated,NA,0
:anaerobic,1649467,propogated,inh,0.38461538461538464
:anaerobic,29404,propogated,NA,0
:anaerobic,1294511,propogated,inh,0.38461538461538464
:anaerobic,2042653,propogated,inh,0.38461538461538464
:anaerobic,2896778,propogated,inh,0.38461538461538464
:anaerobic,1743,https://www.bergeys.org/,exp,1
:anaerobic,1085622,propogated,inh,0.38461538461538464
:anaerobic,53456,propogated,NA,0
:anaerobic,203133,https://www.bergeys.org/,exp,1
:anaerobic,1911549,propogated,inh,0.38461538461538464
:anaerobic,72763,propogated,NA,0
:anaerobic,2919589,propogated,inh,0.38461538461538464
:anaerobic,2840515,propogated,inh,0.38461538461538464
:anaerobic,65496,propogated,NA,0
:anaerobic,1891915,propogated,inh,0
:anaerobic,39845,propogated,NA,0
:anaerobic,402649,propogated,NA,0
:anaerobic,695999,propogated,inh,0
:anaerobic,1769723,propogated,inh,0
:anaerobic,40566,propogated,NA,0
:anaerobic,674734,propogated,inh,0
:anaerobic,1137960,propogated,inh,0
:anaerobic,2893576,propogated,inh,0
:anaerobic,1813,propogated,NA,0
:anaerobic,130795,propogated,NA,0
:anaerobic,2662170,propogated,inh,0
:anaerobic,334857,propogated,NA,0
:anaerobic,1425377,propogated,NA,0
:anaerobic,2893577,propogated,inh,0
:anaerobic,1884922,propogated,inh,0
:anaerobic,2029,propogated,NA,0
:anaerobic,43356,propogated,NA,0
:anaerobic,1434013,propogated,inh,0
:anaerobic,165301,propogated,NA,0
:anaerobic,1434016,propogated,inh,0
:anaerobic,142577,propogated,NA,0
:anaerobic,62076,propogated,inh,0
:anaerobic,1847,propogated,NA,0
:anaerobic,2884102,propogated,inh,0
:anaerobic,1851,propogated,NA,0
:anaerobic,1835,propogated,NA,0
:anaerobic,2071,propogated,NA,0
:anaerobic,104593,propogated,inh,0
:anaerobic,2040254,propogated,inh,0
:anaerobic,596495,propogated,NA,0
:anaerobic,2923368,propogated,inh,0
:anaerobic,2016,propogated,NA,0
:anaerobic,1734465,propogated,inh,0
:anaerobic,37924,propogated,NA,0
:anaerobic,1649509,propogated,inh,0
:anaerobic,583360,propogated,NA,0
:anaerobic,2078948,propogated,inh,0
:anaerobic,2083192,propogated,inh,0
:anaerobic,35750,propogated,NA,0
:anaerobic,2864378,propogated,inh,0
:anaerobic,2995702,propogated,inh,0
:anaerobic,1914443,propogated,inh,0
:anaerobic,2699295,propogated,inh,0
:anaerobic,2063,propogated,asr,0
:anaerobic,2995703,propogated,inh,0
:anaerobic,329648,propogated,inh,0
:anaerobic,2995704,propogated,inh,0
:anaerobic,2995705,propogated,inh,0
:anaerobic,228398,propogated,NA,0
:anaerobic,2995706,propogated,asr,0
:anaerobic,1883,propogated,NA,0
:anaerobic,65518,propogated,inh,0
:anaerobic,2933679,propogated,inh,0
:anaerobic,2995707,propogated,inh,0
:anaerobic,2805681,propogated,inh,0
:anaerobic,1833962,propogated,inh,0
:anaerobic,1631197,propogated,inh,0
:anaerobic,405552,propogated,NA,0
:anaerobic,1874625,propogated,inh,0
:anaerobic,647960,propogated,NA,0
:anaerobic,2173855,propogated,inh,0
:anaerobic,1400055,propogated,asr,0
:anaerobic,2013,propogated,NA,0
:anaerobic,1434041,propogated,inh,0
:anaerobic,1434047,propogated,inh,0
:anaerobic,2913367,propogated,inh,0
:anaerobic,104204,propogated,NA,0
:anaerobic,83677,propogated,NA,0
:anaerobic,90974,propogated,inh,0
:anaerobic,404932,propogated,inh,0
:anaerobic,2806742,propogated,inh,0
:anaerobic,161356,propogated,inh,0
:anaerobic,28443,propogated,NA,0
:anaerobic,2005,propogated,NA,0
:anaerobic,1995,propogated,NA,0
:anaerobic,83681,propogated,NA,0
:anaerobic,29298,propogated,NA,0
:anaerobic,1998,propogated,NA,0
:anaerobic,58120,propogated,NA,0
:anaerobic,1367968,propogated,inh,0
:anaerobic,1792303,propogated,asr,0
:anaerobic,321315,propogated,NA,0
:anaerobic,2871671,propogated,inh,0
:anaerobic,2000,propogated,NA,0
:anaerobic,1424614,propogated,inh,0
:anaerobic,147067,propogated,NA,0
:anaerobic,1649505,propogated,inh,0
:anaerobic,359169,propogated,NA,0
:anaerobic,667113,propogated,asr,0
:anaerobic,58108,propogated,NA,0
:anaerobic,1988,propogated,NA,0
:anaerobic,58122,propogated,NA,0
:anaerobic,2019,propogated,NA,0
:anaerobic,2071601,propogated,inh,0
:anaerobic,2767073,propogated,inh,0
:anaerobic,2900668,propogated,inh,0.0636275318206297
:anaerobic,2900671,propogated,inh,0.0636275318206297
:anaerobic,2900670,propogated,inh,0.0636275318206297
:anaerobic,2900669,propogated,inh,0.0636275318206297
:anaerobic,2900673,propogated,inh,0.0636275318206297
:anaerobic,2900674,propogated,inh,0.0636275318206297
:anaerobic,2900663,propogated,inh,0.0636275318206297
:anaerobic,2900664,propogated,inh,0.0636275318206297
:anaerobic,2900665,propogated,inh,0.0636275318206297
:anaerobic,2900667,propogated,inh,0.0636275318206297
:anaerobic,2900675,propogated,inh,0.0636275318206297
:anaerobic,2900666,propogated,inh,0.0636275318206297
:anaerobic,2997385,propogated,inh,0.30833333333333335
:anaerobic,2997386,propogated,inh,0.30833333333333335
:anaerobic,1380,propogated,NA,0
:anaerobic,2995121,propogated,inh,0.3333333333333333
:anaerobic,2767353,propogated,asr,0.5
:anaerobic,2995122,propogated,inh,0.3333333333333333
:anaerobic,133925,propogated,asr,0.5
:anaerobic,2847312,propogated,inh,0.3333333333333333
:anaerobic,2847314,propogated,inh,0.3333333333333333
:anaerobic,2082587,propogated,inh,0.3333333333333333
:anaerobic,2847307,propogated,inh,0.3333333333333333
:anaerobic,2847313,propogated,inh,0.3333333333333333
:anaerobic,102106,https://www.bergeys.org/,exp,1
:anaerobic,33870,propogated,NA,0
:anaerobic,1472762,propogated,inh,0.5
:anaerobic,1979843,propogated,inh,0.5
:anaerobic,1427376,propogated,inh,0.5
:anaerobic,1473205,propogated,inh,0.5
:anaerobic,2840518,propogated,inh,0.5
:anaerobic,2840517,propogated,inh,0.5
:anaerobic,2840519,propogated,inh,0.5
:anaerobic,447020,propogated,asr,0
:anaerobic,2005386,propogated,inh,0.2
:anaerobic,553372,propogated,inh,0.2
:anaerobic,2815775,propogated,inh,0.2
:anaerobic,84162,propogated,NA,0
:anaerobic,79603,https://www.bergeys.org/,exp,1
:anaerobic,84111,propogated,NA,0
:anaerobic,2137577,propogated,inh,0.2
:anaerobic,580024,propogated,inh,0.2
:anaerobic,2126006,propogated,inh,0.2
:anaerobic,644652,propogated,inh,0.2
:anaerobic,651554,propogated,inh,0.2
:anaerobic,1981050,propogated,inh,0.2
:anaerobic,1926677,propogated,inh,0.2
:anaerobic,2126002,propogated,inh,0.2
:anaerobic,84108,propogated,NA,0
:anaerobic,2981344,propogated,inh,0.2
:anaerobic,2840520,propogated,inh,0.2
:anaerobic,1747770,propogated,inh,0
